gene_name,p_val_adj
Nuclear factor NF45 mRNA,0.1630813890873979
Nuclear factor NF90 mRNA,0.16369137247084933
GP36b glycoprotein mRNA,0.16546814213441635
ADAR Double-stranded RNA adenosine deaminase,0.16562079332708884
Lymphoid-restricted membrane protein (Jaw1) mRNA,0.16615765844949115
MEOX1 Homeobox protein mox1,0.16712822667771846
MAGE-11 antigen (MAGE11) gene,0.16758714568994126
ALDH7 Aldehyde dehydrogenase 7,0.16758714568994126
"G2 protein mRNA, partial cds",0.16758714568994126
ETV6 Ets variant gene 6 (TEL oncogene),0.16764937835173482
CCNH Cyclin H,0.16790758787959006
"Interleukin-8 receptor type A (IL8RBA) gene, promoter and complete cds",0.16838223165045862
"GB DEF = Interleukin-8 receptor type B (IL8RB) mRNA, splice variant IL8RB1, partial cds",0.1698986996069317
"GB DEF = Interleukin-8 receptor type B (IL8RB) mRNA, splice variant IL8RB9, partial cds",0.1698986996069317
"GB DEF = Alpha1(XI) collagen (COL11A1) gene, 5' region and exon 1",0.1698986996069317
IgG Fc receptor hFcRn mRNA,0.1699424459354054
MAP KINASE-ACTIVATED PROTEIN KINASE 2,0.1699424459354054
Oxidoreductase (HHCMA56) mRNA,0.1705384857263826
GB DEF = G protein-coupled receptor (GPR1) gene,0.1705384857263826
GB DEF = Homolog of yeast mutL (hPMS1) gene,0.1705878226908703
"GB DEF = ELAV-like neuronal protein 1 isoform Hel-N2 (Hel-N1) mRNA, partial cds",0.17058976792672156
Cysteine protease CPP32 isoform alpha mRNA,0.17058976792672156
TATA-binding protein associated factor 30 kDa subunit (tafII30) mRNA,0.1706062680623936
TFIIA gamma subunit mRNA,0.1706730870402974
Myosin-IC mRNA,0.1706730870402974
"Ral guanine nucleotide dissociation stimulator mRNA, partial cds",0.1706730870402974
(ard-1) mRNA,0.1706730870402974
Paxillin mRNA,0.1706730870402974
Protein tyrosine phosphatase PTPCAAX2 (hPTPCAAX2) mRNA,0.171118874662966
SnRNP core protein Sm D3 mRNA,0.17125286815396212
"HLA-DMB Major histocompatibility complex, class II, DM beta",0.17164639723128167
"Beta-1,2-N-acetylglucosaminyltransferase II (MGAT2) gene",0.17182075852953452
EEF1A1 Translation elongation factor 1-alpha-1,0.1719611903292459
GB DEF = Cosmid CRI-JC2015 at D10S289 in 10sp13,0.1728778615402501
Acidic 82 kDa protein mRNA,0.1733524967281139
"Serine palmitoyltransferase (LCB2) mRNA, partial cds",0.17391390103323512
"CSTF3 Cleavage stimulation factor, 3' pre-RNA, subunit 3, 77kD",0.1739246757047901
Protein tyrosine phosphatase mRNA,0.17508229650390095
Transcription factor IL-4 Stat mRNA,0.17518492689632537
"GRIK5 Glutamate receptor, ionotropic, kainate 5",0.17518492689632537
ELL mRNA,0.17611551174658283
CSPG2 Chondroitin sulfate proteoglycan 2 (versican),0.1767857361508708
Peroxisomal enoyl-CoA hydratase-like protein (HPXEL) mRNA,0.17723295137569411
(AF1q) mRNA,0.17751323403990335
Transcription factor ETV1 mRNA,0.1778752731909762
NOS1 Nitric oxide synthase 1 (neuronal),0.1778752731909762
PARATHYROID HORMONE/PARATHYROID HORMONE-RELATED PEPTIDE RECEPTOR PRECURSOR,0.1778752731909762
"Growth hormone-releasing hormone receptor form b gene extracted from Human growth hormone-releasing hormone receptor gene, alternatively spliced forms a, b, and c, partial cds",0.17921970553994288
"SDH1 Succinate dehydrogenase, iron sulphur (Ip) subunit",0.17921970553994288
"Alpha(1,2)fucosyltransferase",0.17934427574389497
Chromosome 17q21 mRNA clone LF113,0.17934427574389497
TFIID subunit TAFII55 (TAFII55) mRNA,0.17934427574389497
CAMLG Calcium modulating ligand,0.17934427574389497
CDC16Hs mRNA,0.1793752061197702
GB DEF = GPR12 G protein coupled-receptor gene,0.17981763204308623
Epstein-Barr virus-induced protein mRNA,0.1806063903835133
Melanoma antigen p15 mRNA,0.1806063903835133
Protein disulfide isomerase (PDIp) mRNA,0.18114492541563068
Preprocarboxypeptidase A2 (proCPA2) mRNA,0.18114492541563068
76 kDa tyrosine phosphoprotein SLP-76 mRNA,0.18114492541563068
Gps1 (GPS1) mRNA,0.18114492541563068
Cocaine and amphetamine regulated transcript CART (hCART) mRNA,0.18114492541563068
CMKRL1 Chemokine receptor-like 1,0.18326137338258391
SNC19 mRNA sequence,0.1839025776437743
"Actin-like peptide mRNA, partial cds",0.18418954202752472
ZNF151 Zinc finger protein 151 (pHZ-67),0.1847320516818014
Ubiquitin protease (Unph) proto-oncogene mRNA,0.18505075036988236
"GB DEF = Clone 350/2 melanoma ubiquitous mutated protein (MUM-1) gene, partial cds",0.18505075036988236
Chromatin assembly factor-I p150 subunit mRNA,0.18523866477381032
SRP9 Signal recognition particle 9 kD protein,0.18623895738589963
GB DEF = DD96 mRNA,0.18623895738589963
DNA polymerase delta small subunit mRNA,0.1865399241547482
GB DEF = ECA39 mRNA,0.18670823003506343
FBP1 Fructose-bisphosphatase 1,0.18811213030353102
100 kDa coactivator mRNA,0.18832522356715403
"2,3-oxidosqualene-lanosterol cyclase mRNA",0.18931985756716296
Nuclear domain 10 protein (ndp52) mRNA,0.18931985756716296
Class I histocompatibility antigen-like protein mRNA,0.18931985756716296
"Mitochondrial serine hydroxymethyltransferase gene, nuclear encoded mitochondrion protein",0.18931985756716296
Heterogeneous ribonucleoprotein A0 mRNA,0.18931985756716296
Putative tumor suppressor (LUCA15) mRNA,0.19001429271173814
Coatomer protein (COPA) mRNA,0.19001429271173814
P21-activated protein kinase (Pak1) gene,0.19103285233116218
JTV-1 (JTV-1) mRNA,0.19103285233116218
"Pyrroline-5-carboxylate dehydrogenase (P5CDh) mRNA, long form",0.19103285233116218
"Breast tumor autoantigen mRNA, complete sequence",0.19193391315549155
Ras GTPase-activating-like protein (IQGAP1) mRNA,0.1921166520939169
GRL Glucocorticoid receptor alpha {alternative products},0.1921166520939169
Fragile X mental retardation protein 1 homolog FXR1 mRNA,0.19216819033538746
Antioxidant enzyme AOE37-2 mRNA,0.19216819033538746
Protein tyrosine kinase t-Ror1 (Ror1) mRNA,0.1922917098353707
Transcriptional repressor (CTCF) mRNA,0.19233094621674865
GB DEF = Chromosome 17q21 mRNA clone 1046:1-1,0.19233094621674865
"ACP1 Acid phosphatase 1, soluble",0.1929221768470134
SELPLG Selectin P ligand,0.19404577055017566
STX5A Syntaxin 5A,0.1945709842128109
Cbl-b mRNA,0.19521662958351096
"GB DEF = Striatum-enriched phosphatase (STEP) mRNA, partial cds",0.19575170495921454
"GB DEF = HMGI-C chimeric transcript mRNA, partial cds",0.19576953022612265
"ID4 Inhibitor of DNA binding 4, dominant negative helix-loop-helix protein",0.19592287943759676
RCH1 RAG (recombination activating gene) cohort 1,0.1963991247146563
Putative RNA binding protein RNPL mRNA,0.1963991247146563
ZNF157 Zinc finger protein 157 (HZF22),0.19653940258223526
Cysteine-rich fibroblast growth factor receptor (CFR-1) mRNA,0.19757357368368578
"Protein immuno-reactive with anti-PTH polyclonal antibodies mRNA, partial cds",0.19757357368368578
GB DEF = Selenium-binding protein (hSBP) mRNA,0.19759253980709796
"CSNK1D Casein kinase 1, delta",0.19759253980709796
NPTX2 Neuronal pentraxin II,0.19832812927898394
EIF-2-associated p67 homolog mRNA,0.1994710152053348
Chitotriosidase precursor mRNA,0.1994710152053348
Bcl-2 related (Bfl-1) mRNA,0.1994710152053348
GB DEF = Anti-mullerian hormone type II receptor precursor gene,0.19966305348530447
Pigment epithelium-derived factor gene,0.19966305348530447
PGD Phosphogluconate dehydrogenase,0.20008114693161277
FRAP FK506 binding protein 12-rapamycin associated protein,0.20008114693161277
Splicing factor SRp30c mRNA,0.2011117464070728
CENP-F kinetochore protein mRNA,0.20156625717637391
TRNA-guanine transglycosylase mRNA,0.20282581560868687
"GB DEF = (memc) mRNA, 3'UTR",0.20282581560868687
"GB DEF = DP prostanoid receptor (PTGDR) mRNA, partial cds",0.20315958676840987
HERV1 mRNA,0.20373414422011554
G protein gamma-4 subunit mRNA,0.20398215781788454
G protein gamma-10 subunit mRNA,0.20447521486272863
G protein gamma-11 subunit mRNA,0.20493108775988808
Fragile X mental retardation syndrome related protein (FXR2) mRNA,0.2057713830145306
Transcriptional regulator homolog RPD3 mRNA,0.2067046163040275
Hep27 protein mRNA,0.20684275405271696
DUT DUTP pyrophosphatase,0.2070819536650581
GAP SH3 binding protein mRNA,0.2070819536650581
Myeloid elf-1 like factor (MEF) mRNA,0.20923347069653128
"CLN3 Ceroid-lipofuscinosis, neuronal 3, juvenile (Batten, Spielmeyer-vogt disease) ",0.21020902059881535
Hou mRNA,0.21057765609311047
Cytoplasmic dynein light chain 1 (hdlc1) mRNA,0.21057765609311047
Lipid-activated protein kinase PRK1 mRNA,0.21057765609311047
Mammaglobin mRNA,0.21108525430181124
Chromosome segregation gene homolog CAS mRNA,0.21108525430181124
K+ channel beta 2 subunit mRNA,0.21108525430181124
Tax1-binding protein TXBP151 mRNA,0.21108525430181124
Tax1-binding protein TXBP181 mRNA,0.21227346174347503
ALDH7 Aldehyde dehydrogenase 7 (NOTE: redefinition of symbol),0.21227497940068452
Retinoic acid- and interferon-inducible 58K protein RI58 mRNA,0.21413730854624455
Biliverdin-IXalpha reductase mRNA,0.2142850954565514
DPH2L,0.21458963865660027
Transcription factor HCSX (hCsx) mRNA,0.2145995394924362
TSC-22 protein mRNA,0.2145995394924362
Metastasis-associated mta1 mRNA,0.21511271997819306
Heterochromatin protein p25 mRNA,0.2154929252371245
Pancreatic zymogen granule membrane protein GP-2 mRNA,0.21570783158811865
EIF3 Eukaryotic translation initiation factor 3 (eIF-3) p36 subunit,0.21692037193142458
CGMP-inhibited cAMP phosphodiesterase mRNA,0.21726777004580486
"GB DEF = Fork head domain protein (FKHR) mRNA, 3' end",0.2173788678764231
Cleavage and polyadenylation specificity factor mRNA,0.21739234931242632
Cyclin-dependent kinase 4 (CDK4) gene,0.21739234931242632
ADD3 Adducin 3 (gamma),0.21770813106826745
Cyclophilin-like protein CyP-60 mRNA,0.2189597750528472
Alpha-mannosidase (6A8) mRNA,0.22138082558765795
ZNF177 KRAB zinc finger protein {alternative products},0.2218884427927601
"PPP2R4 Protein phosphatase 2A, regulatory subunit B' alpha-1",0.2230743421714711
CtBP mRNA,0.2230743421714711
TNF-related apoptosis inducing ligand TRAIL mRNA,0.22425650806018751
ALDH8 Aldehyde dehydrogenase 8,0.22562150783590545
IAP homolog B (MIHB) mRNA,0.22587275567581352
RNA polymerase II subunit (hsRPB8) mRNA,0.22587275567581352
DLG3 Homolog 3 of Drosophila large discs,0.22587275567581352
HuR RNA binding protein (HuR) mRNA,0.22587275567581352
"GB DEF = Cytochrome b pseudogene, partial cds",0.22698193806720607
Stimulator of TAR RNA binding (SRB) mRNA,0.22704000910840907
TAR RNA loop binding protein (TRP-185) mRNA,0.22754789526517952
"PMS8 mRNA (yeast mismatch repair gene PMS1 homologue), partial cds (C-terminal region)",0.22754789526517952
E2 ubiquitin conjugating enzyme UbcH5B (UBCH5B) mRNA,0.22826518288734532
NOF1 mRNA,0.22900683248875617
Platelet alpha SNAP mRNA,0.2296873024834366
Salivary peroxidase mRNA,0.22976445452551866
"SLC18A1 Solute carrier family 18 (vesicular monoamine), member 1",0.2302535186328751
Integrin-linked kinase (ILK) mRNA,0.2306740501057743
CDK inhibitor p19INK4d mRNA,0.23073421867557345
Spermidine/spermine N1-acetyltransferase (SSAT) gene,0.23073518810616814
Serotonin N-acetyltransferase gene,0.23089275207182688
Pre-pro-megakaryocyte potentiating factor,0.2315502590448957
Ikaros/LyF-1 homolog (hIk-1) mRNA,0.23190426800870606
"NAD(P) transhydrogenase",0.23201589474467868
GB DEF = Tyrosyl-tRNA synthetase mRNA,0.23400194084833545
"Putative voltage-gated potassium channel (KVLQT1) mRNA, partial cds",0.23497814586215257
Retinal protein (HRG4) mRNA,0.23508642337054575
PRELP Proline arginine-rich end leucine-rich repeat protein,0.23527300358089315
"Gu protein mRNA, partial cds",0.23527300358089315
Deleted in split hand/split foot 1 (DSS1) mRNA,0.23641785022441214
OS-9 precurosor mRNA,0.23673446631599573
DGUOK Deoxyguanosine kinase,0.23692688717586616
HOXA9 Homeo box A9,0.23703879695768873
"54 kDa progesterone receptor-associated immunophilin FKBP54 mRNA, partial cds",0.23713603013149528
Ladinin (LAD) mRNA,0.23737828287152793
Cardiotrophin-1 (CTF1) mRNA,0.23737828287152793
CDC37 homolog mRNA,0.23737828287152793
"GNAQ Guanine nucleotide binding protein (G protein), q polypeptide",0.23778942813828977
PTCH Patched (Drosophila) homolog,0.23836228558162145
GB DEF = Urocortin gene,0.23991156082126386
Selenophosphate synthetase 2 (SPS2) mRNA,0.24120833578372805
DRP2 Dystrophin related protein 2,0.24123503229960572
Protein tyrosine kinase PYK2 mRNA,0.24126516988964358
"Malignant melanoma metastasis-suppressor (KiSS-1) gene, mRNA",0.24126516988964358
"Kinase suppressor of ras-1 (KSR1) mRNA, partial cds",0.24208569051395937
Signal transducing adaptor molecule STAM mRNA,0.24209866890922785
GB DEF = Thyrotroph embryonic factor (TEF) mRNA,0.2424626957555574
Palmitoyl protein thioesterase mRNA,0.24257174277651944
Putative ubiquitin C-terminal hydrolase (UHX1) mRNA,0.24385552736232452
"DNA-binding protein CPBP (CPBP) mRNA, partial cds",0.24397628168220828
Specific 116-kDa vacuolar proton pump subunit (OC-116KDa) mRNA,0.24480570619043404
"Neuronal membrane glycoprotein M6b mRNA, partial cds",0.24507014313590902
Clathrin assembly protein lymphoid myeloid leukemia (CALM) mRNA,0.24526213655934095
"Renal cell carcinoma antigen RAGE-4 mRNA, complete putative cds",0.2453684225300007
"GLUTATHIONE S-TRANSFERASE, MICROSOMAL",0.24543176785325901
Aquaporin-5 (AQP5) gene,0.24543176785325901
Tetratricopeptide repeat protein (tpr2) mRNA,0.24543176785325901
Cystatin B gene,0.24702455256133016
Phosphotyrosine independent ligand p62 for the Lck SH2 domain mRNA,0.24702455256133016
"SNCA Synuclein, alpha (non A4 component of amyloid precursor)",0.24702455256133016
"NifU-like protein (hNifU) mRNA, partial cds",0.24813621146769663
"GB DEF = Gamma aminobutyric acid receptor beta4 subunit-like mRNA, partial cds",0.24816511845835407
Cyclin G2 mRNA,0.2482656084411427
Nucleolar autoantigen No55 mRNA,0.24852178593478247
TUBB Beta-tubulin,0.24876395027869536
D13S824E locus mRNA,0.24902230195147976
Monocytic leukaemia zinc finger protein (MOZ) mRNA,0.2510797783979614
UBIQUITIN CARBOXYL-TERMINAL HYDROLASE T,0.25264656572989874
GB DEF = G-protein beta-3 subunit alternatively spliced form mRNA sequence,0.25367858925100756
"Protein kinase C-binding protein RACK7 mRNA, partial cds",0.25387022077772065
Protein tyrosine phosphatase PTPCAAX1 (hPTPCAAX1) mRNA,0.25422992806936845
GB DEF = G protein coupled receptor OGR1 gene,0.25434566461663566
Kidney water channel (hKID) mRNA,0.2547410188972059
Amyloid precursor-like protein 1 mRNA,0.2547410188972059
"CHRNB4 Cholinergic receptor, nicotinic, beta polypeptide 4",0.2547410188972059
Myosin light chain kinase (MLCK) mRNA,0.2547410188972059
Peptidyl-prolyl isomerase and essential mitotic regulator (PIN1) mRNA,0.2547410188972059
Neuroendocrine-dlg (NE-dlg) mRNA,0.2547410188972059
Placenta (Diff33) mRNA,0.2557405154063731
Putative cerebral cortex transcriptional regulator T-Brain-1 (Tbr-1) mRNA,0.25604408260997996
"Putative DNA-binding protein mRNA, partial cds",0.25618067946281736
"Liver 2,4-dienoyl-CoA reductase mRNA",0.25662502309766566
Ionotropic ATP receptor P2X5a mRNA,0.25757322176191216
EIF5 Eukaryotic translation initiation factor 5 (eIF5),0.25757322176191216
"DCT Dopachrome tautomerase (dopachrome delta-isomerase, tyrosine-related protein 2)",0.2586716272355441
LIM protein MLP mRNA,0.26142432088650214
Protein kinase ATR mRNA,0.2619742166409255
Transcriptional activator mRNA,0.26236084037969865
Guanine nucleotide exchange factor p532 mRNA,0.26334984531756506
Leukotriene C4 synthase (LTC4S) gene,0.2641707993107473
EZH1 Enhancer of zeste (Drosophila) homolog 1,0.2641707993107473
"BRCA2 region, mRNA sequence CG037",0.2641707993107473
"BRCA2 region, mRNA sequence CG005",0.26431277721615876
Helicase like protein 2 mRNA,0.2644305343621489
Dynamitin mRNA,0.26491604403755026
"Na,K-ATPase gamma subunit mRNA",0.26558760922553415
PKD2 Autosomal dominant polycystic kidney disease type II,0.2657175933354736
Amyloid precursor protein-binding protein 1 mRNA,0.26630661834842945
Putative protein kinase C inhibitor (PKCI-1) mRNA,0.2671991628441747
IRF5 Interferon regulatory factor 5,0.2671991628441747
G/T mismatch-specific thymine DNA glycosylase mRNA,0.2672167594269396
"KIAA0085 gene, partial cds",0.2672167594269396
Armadillo repeat protein mRNA,0.2673257495804593
Putative RNA binding protein (RBP56) mRNA,0.2679052707735083
Nuclear protein Skip mRNA,0.26864586243941774
Diacylglycerol kinase zeta mRNA,0.2693464921053596
Sodium/potassium-transporting ATPase beta-3 subunit mRNA,0.27045154746727157
"Siah binding protein 1 (SiahBP1) mRNA, partial cds",0.27073951849494515
Golgi complex autoantigen golgin-97 mRNA,0.27073951849494515
Small acidic protein mRNA,0.27073951849494515
RasGAP-related protein (IQGAP2) mRNA,0.2709170449852829
HPrp18 mRNA,0.270981779280431
YMP mRNA,0.2731500545587112
"RbP gene (renin-binding protein) extracted from Human Xq28 genomic DNA in the region of the L1CAM locus containing the genes for neural cell adhesion molecule L1 (L1CAM), arginine-vasopressin receptor (AVPR2), C1 p115 (C1), ARD1 N-acetyltransferase related protein (TE2), renin-binding protein (RbP), host cell factor 1 (HCF1), and interleukin-1 receptor-associated kinase (IRAK) genes, and Xq28lu2 gene",0.27328055729475725
GOK (STIM1) mRNA,0.2736319044133727
RNA polymerase II seventh subunit (rpb-7) gene,0.2737379386579809
RIG-G mRNA,0.2745156399617952
Grb2-related adaptor protein (Grap) mRNA,0.2745156399617952
"Arfaptin 2, putative target protein of ADP-ribosylation factor, mRNA",0.27569366735189765
IRF4 Interferon regulatory factor 4,0.2759026381376733
"GB DEF = Cri-du-chat region mRNA, clone CSC8",0.27608730782867213
KNP-Ia,0.276319166332974
Transformer-2 alpha (htra-2 alpha) mRNA,0.27699365996069786
EVPL Envoplakin,0.27818619924642884
Interferon regulatory factor 7 (humirf7) mRNA,0.27818619924642884
14-3-3 epsilon mRNA,0.27899609233840134
GB DEF = HBRAVO/Nr-CAM precursor (hBRAVO/Nr-CAM) gene,0.27899609233840134
HIG-1 mRNA,0.2791311835152755
Lysophosphatidic acid acyltransferase-alpha mRNA,0.27931842281881764
Lysophosphatidic acid acyltransferase-beta mRNA,0.2795363030542554
Capping protein alpha subunit isoform 1 mRNA,0.2798072366309136
Kinase Myt1 (Myt1) mRNA,0.2802202867815301
"VHL binding protein-1 (VBP-1) mRNA, partial cds",0.2802202867815301
Putative serine/threonine protein kinase PRK (prk) mRNA,0.2802202867815301
Small GTP-binding protein mRNA,0.2802202867815301
GCN5 (hGCN5) gene,0.2802202867815301
Myelodysplasia/myeloid leukemia factor 2 (MLF2) mRNA,0.2802202867815301
PEDF Pigment epithelium-derived factor,0.2802202867815301
GB DEF = Jumonji putative protein (jumonji) mRNA,0.2802202867815301
Signaling inositol polyphosphate 5 phosphatase SIP-110 mRNA,0.2812912790323151
"Fetal brain (239FB) mRNA, from the WAGR region",0.2814193329588447
PRSM1 Metallopeptidase 1 (33 kD),0.2817639188046225
